split,cfg,ndcg
0,v24,0.6583625499029993
0,v26,0.6578758419397606
0,v27_ridge,0.6573380982972392
0,v27_blend,0.6580324791478653
1,v24,0.6675411587997856
1,v26,0.6684736926420123
1,v27_ridge,0.6693635912907213
1,v27_blend,0.6693165485078678
2,v24,0.6620633084575596
2,v26,0.6616771767453398
2,v27_ridge,0.6617924569322732
2,v27_blend,0.6604592139347649
3,v24,0.6586656982356144
3,v26,0.6582499585587441
3,v27_ridge,0.659963544222933
3,v27_blend,0.6607514441701203
